"replicate_group","sample_ids","sample_type","n_replicates","mean_concentration","std_dev","std_error","ci_lower_95","ci_upper_95","ci_lower_model","ci_upper_model","ci_lower_replicate","ci_upper_replicate","ci_lower_raw","ci_upper_raw","ci_truncated","cv_percent","mean_response","within_range","range_flag","quant_status"
"BF","D6,D7","Sample",2,181.356632733973,52.5443207585754,37.1544455212297,0,653.448624385767,127.05961296739,244.226339411077,-290.735358917821,653.448624385767,-290.735358917821,653.448624385767,TRUE,28.9729247651235,55.3094886355936,"Within Range","","Interpolated"
"BG","F6,F7","Sample",2,28.5480004836126,6.90875078835226,4.88522453197179,0,90.6206635690293,16.4063879241765,42.2066976092927,-33.5246626018042,90.6206635690293,-33.5246626018042,90.6206635690293,TRUE,24.200471736429,92.3546074298958,"Out of Range","<LLOQ","Interpolated"
"CA","A8,A9","Sample",2,3214.48107328005,615.799184586409,435.435779270196,0,8747.21723414294,1669.28290398887,5241.32471488342,-2318.25508758284,8747.21723414294,-2318.25508758284,8747.21723414294,TRUE,19.1570325208992,4.96862420882859,"Out of Range",">ULOQ","Interpolated"
"CB","C8,C9","Sample",2,448.768111045958,147.949575186837,104.616147888281,0,1778.04230482439,293.949619505106,660.818183824654,-880.506082732474,1778.04230482439,-880.506082732474,1778.04230482439,TRUE,32.9679341167995,29.7060298442731,"Within Range","","Interpolated"
"CC","E8,E9","Sample",2,73.5373371971537,31.9308405248993,22.5785138641425,0,360.424556993507,40.2095459016146,110.021982882581,-213.3498825992,360.424556993507,-213.3498825992,360.424556993507,TRUE,43.4212629147731,79.0344659338872,"Within Range","","Interpolated"
"CD","G8","Sample",1,18.6086806138578,NA,NA,12.3174724943163,24.8998887333992,12.3174724943163,24.8998887333992,18.6086806138578,18.6086806138578,12.3174724943163,24.8998887333992,FALSE,NA,95.383760486833,"Out of Range","<LLOQ","Interpolated"
"CE","B8,B9","Sample",2,1089.0922573217,287.141444347382,203.039662457733,0,3668.95577807346,664.233246820414,1677.52777641147,-1490.77126343006,3668.95577807346,-1490.77126343006,3668.95577807346,TRUE,26.3652084951482,13.0802488378082,"Out of Range",">ULOQ","Interpolated"
"CF","D8,D9","Sample",2,187.98175245032,74.2093837929893,52.4739585076978,0,854.726612566665,119.046891122264,269.651764751912,-478.763107666024,854.726612566665,-478.763107666024,854.726612566665,TRUE,39.476908170968,54.7483837740401,"Within Range","","Interpolated"
"CG","F8,F9","Sample",2,25.3578017214315,3.00152488233881,2.12239859820193,0,52.3254328419553,16.0550703380198,35.3766907861237,-1.60982939909238,52.3254328419553,-1.60982939909238,52.3254328419553,TRUE,11.8366919787137,93.3426399035008,"Out of Range","<LLOQ","Interpolated"
"CH","H8,H9","Sample",2,6.00763078079142,2.65305981857736,1.8759965886096,0,29.8444275200303,1.89665061070016,11.4547876579812,-17.8291659584475,29.8444275200303,-17.8291659584475,29.8444275200303,TRUE,44.1614991896665,98.8235772467913,"Out of Range","<LLOQ","Extrapolated (below)"
"DA","A10,A11","Sample",2,3129.45270399981,1813.9992749547,1282.69118838795,0,19427.5895569443,1209.74085364146,6449.10739504559,-13168.6841489447,19427.5895569443,-13168.6841489447,19427.5895569443,TRUE,57.9653839355425,5.83467736470461,"Out of Range",">ULOQ","Extrapolated (above)"
"DB","C10,C11","Sample",2,393.882703249412,152.570550092695,107.883670579907,0,1764.67470932773,248.407918864674,593.719648671176,-976.909302828909,1764.67470932773,-976.909302828909,1764.67470932773,TRUE,38.7350215772449,33.438596966781,"Within Range","","Interpolated"
"DC","E10,E11","Sample",2,74.8458199331911,47.6621629965462,33.7022386608763,0,503.073364425708,31.4075860259191,123.19877776844,-353.381724559326,503.073364425708,-353.381724559326,503.073364425708,TRUE,63.6804607646632,78.9938061613109,"Within Range","","Interpolated"
"DD","G10,G11","Sample",2,12.4877377149841,6.78372439846989,4.79681752385869,0,73.4370832552032,4.18127819908027,23.296378782968,-48.461607825235,73.4370832552032,-48.461607825235,73.4370832552032,TRUE,54.3230852000523,97.0996028895545,"Out of Range","<LLOQ","Interpolated"
"DE","B10,B11","Sample",2,974.796048920369,376.982453269316,266.566849095074,0,4361.84900939936,550.337248221235,1605.19753989225,-2412.25691155862,4361.84900939936,-2412.25691155862,4361.84900939936,TRUE,38.6729566340406,15.0969735575946,"Out of Range",">ULOQ","Interpolated"
"DF","D10,D11","Sample",2,168.274422305915,81.7982141701374,57.8400719286537,0,903.202218186459,95.6678752335025,252.990354668066,-566.65337357463,903.202218186459,-566.65337357463,903.202218186459,TRUE,48.6100103920917,58.5216106691243,"Within Range","","Interpolated"
"DG","F10,F11","Sample",2,34.7621298032708,19.1120797522176,13.5142811953711,0,206.477353533892,14.4340841799919,58.7684154571141,-136.953093927351,206.477353533892,-136.953093927351,206.477353533892,TRUE,54.9795995250535,90.4192022552621,"Out of Range","<LLOQ","Interpolated"
"DH","H11","Sample",1,4.5708011837572,NA,NA,2.16136068753226,6.98024167998214,2.16136068753226,6.98024167998214,4.5708011837572,4.5708011837572,2.16136068753226,6.98024167998214,FALSE,NA,99.1732512909478,"Out of Range","<LLOQ","Extrapolated (below)"
"EA","A12,B12","Sample",2,1139.33865940104,663.424284265692,469.111810208103,0,7099.96936406272,525.219402894558,2134.03836011248,-4821.29204526064,7099.96936406272,-4821.29204526064,7099.96936406272,TRUE,58.2288925941004,14.3976254692815,"Out of Range",">ULOQ","Interpolated"
"EB","C12,D12","Sample",2,217.876407046863,121.162444891484,85.67478640791,0,1306.4777838738,115.98532339005,344.746558555411,-870.724969780077,1306.4777838738,-870.724969780077,1306.4777838738,TRUE,55.610631060858,51.6297792174349,"Within Range","","Interpolated"
"EC","E12,F12","Sample",2,24.7233807719313,32.1115629825089,22.706303939431,0,313.234327428151,0.72743706558361,57.8376360588615,-263.787565884289,313.234327428151,-263.787565884289,313.234327428151,TRUE,129.883381559878,93.1027472453004,"Out of Range","<LLOQ","Extrapolated (below)"
"ED","H12","Sample",1,2.69565181708186,NA,NA,1.07966076343813,4.31164287072559,1.07966076343813,4.31164287072559,2.69565181708186,2.69565181708186,1.07966076343813,4.31164287072559,FALSE,NA,99.5717170621959,"Out of Range","<LLOQ","Extrapolated (below)"
